name,pandas_dtype,value_type,feature_group,missing_pct_train,used,exclusion_reason
V35,float32,numeric,V,0.29571965610167933,True,
V36,float32,numeric,V,0.29571965610167933,True,
V37,float32,numeric,V,0.29571965610167933,True,
V38,float32,numeric,V,0.29571965610167933,True,
V39,float32,numeric,V,0.29571965610167933,True,
V40,float32,numeric,V,0.29571965610167933,True,
V41,float32,numeric,V,0.29571965610167933,True,
V42,float32,numeric,V,0.29571965610167933,True,
V43,float32,numeric,V,0.29571965610167933,True,
V44,float32,numeric,V,0.29571965610167933,True,
V45,float32,numeric,V,0.29571965610167933,True,
V46,float32,numeric,V,0.29571965610167933,True,
V47,float32,numeric,V,0.29571965610167933,True,
V48,float32,numeric,V,0.29571965610167933,True,
V49,float32,numeric,V,0.29571965610167933,True,
V50,float32,numeric,V,0.29571965610167933,True,
V51,float32,numeric,V,0.29571965610167933,True,
V52,float32,numeric,V,0.29571965610167933,True,
V53,float32,numeric,V,0.15131671254880522,True,
V54,float32,numeric,V,0.15131671254880522,True,
V55,float32,numeric,V,0.15131671254880522,True,
V56,float32,numeric,V,0.15131671254880522,True,
V57,float32,numeric,V,0.15131671254880522,True,
V58,float32,numeric,V,0.15131671254880522,True,
V59,float32,numeric,V,0.15131671254880522,True,
V60,float32,numeric,V,0.15131671254880522,True,
V61,float32,numeric,V,0.15131671254880522,True,
V62,float32,numeric,V,0.15131671254880522,True,
V63,float32,numeric,V,0.15131671254880522,True,
V64,float32,numeric,V,0.15131671254880522,True,
V65,float32,numeric,V,0.15131671254880522,True,
V66,float32,numeric,V,0.15131671254880522,True,
V67,float32,numeric,V,0.15131671254880522,True,
V68,float32,numeric,V,0.15131671254880522,True,
V69,float32,numeric,V,0.15131671254880522,True,
V70,float32,numeric,V,0.15131671254880522,True,
V71,float32,numeric,V,0.15131671254880522,True,
V72,float32,numeric,V,0.15131671254880522,True,
V73,float32,numeric,V,0.15131671254880522,True,
V74,float32,numeric,V,0.15131671254880522,True,
V75,float32,numeric,V,0.1653595498550963,True,
V76,float32,numeric,V,0.1653595498550963,True,
V77,float32,numeric,V,0.1653595498550963,True,
V78,float32,numeric,V,0.1653595498550963,True,
V79,float32,numeric,V,0.1653595498550963,True,
V80,float32,numeric,V,0.1653595498550963,True,
V81,float32,numeric,V,0.1653595498550963,True,
V82,float32,numeric,V,0.1653595498550963,True,
V83,float32,numeric,V,0.1653595498550963,True,
V84,float32,numeric,V,0.1653595498550963,True,
V85,float32,numeric,V,0.1653595498550963,True,
V86,float32,numeric,V,0.1653595498550963,True,
V87,float32,numeric,V,0.1653595498550963,True,
V88,float32,numeric,V,0.1653595498550963,True,
V89,float32,numeric,V,0.1653595498550963,True,
V90,float32,numeric,V,0.1653595498550963,True,
V91,float32,numeric,V,0.1653595498550963,True,
V92,float32,numeric,V,0.1653595498550963,True,
V93,float32,numeric,V,0.1653595498550963,True,
V94,float32,numeric,V,0.1653595498550963,True,
V95,float32,numeric,V,0.0,True,
V96,float32,numeric,V,0.0,True,
V97,float32,numeric,V,0.0,True,
V98,float32,numeric,V,0.0,True,
V99,float32,numeric,V,0.0,True,
V100,float32,numeric,V,0.0,True,
V101,float32,numeric,V,0.0,True,
V102,float32,numeric,V,0.0,True,
V103,float32,numeric,V,0.0,True,
V104,float32,numeric,V,0.0,True,
V105,float32,numeric,V,0.0,True,
V106,float32,numeric,V,0.0,True,
V107,float32,numeric,V,0.0,True,
V108,float32,numeric,V,0.0,True,
V109,float32,numeric,V,0.0,True,
V110,float32,numeric,V,0.0,True,
V111,float32,numeric,V,0.0,True,
V112,float32,numeric,V,0.0,True,
V113,float32,numeric,V,0.0,True,
V114,float32,numeric,V,0.0,True,
V115,float32,numeric,V,0.0,True,
V116,float32,numeric,V,0.0,True,
V117,float32,numeric,V,0.0,True,
V118,float32,numeric,V,0.0,True,
V119,float32,numeric,V,0.0,True,
V120,float32,numeric,V,0.0,True,
V121,float32,numeric,V,0.0,True,
V122,float32,numeric,V,0.0,True,
V123,float32,numeric,V,0.0,True,
V124,float32,numeric,V,0.0,True,
V125,float32,numeric,V,0.0,True,
V126,float32,numeric,V,0.0,True,
V127,float32,numeric,V,0.0,True,
V128,float32,numeric,V,0.0,True,
V129,float32,numeric,V,0.0,True,
V130,float32,numeric,V,0.0,True,
V131,float32,numeric,V,0.0,True,
V132,float32,numeric,V,0.0,True,
V133,float32,numeric,V,0.0,True,
V134,float32,numeric,V,0.0,True,
V135,float32,numeric,V,0.0,True,
V136,float32,numeric,V,0.0,True,
V137,float32,numeric,V,0.0,True,
V138,float32,numeric,V,0.8423476817827751,True,
V139,float32,numeric,V,0.8423476817827751,True,
V140,float32,numeric,V,0.8423476817827751,True,
V141,float32,numeric,V,0.8423476817827751,True,
V142,float32,numeric,V,0.8423476817827751,True,
V143,float32,numeric,V,0.8423476817827751,True,
V144,float32,numeric,V,0.8423476817827751,True,
V145,float32,numeric,V,0.8423476817827751,True,
V146,float32,numeric,V,0.8423476817827751,True,
V147,float32,numeric,V,0.8423476817827751,True,
V148,float32,numeric,V,0.8423476817827751,True,
V149,float32,numeric,V,0.8423476817827751,True,
V150,float32,numeric,V,0.8423476817827751,True,
V151,float32,numeric,V,0.8423476817827751,True,
V152,float32,numeric,V,0.8423476817827751,True,
V153,float32,numeric,V,0.8423476817827751,True,
V154,float32,numeric,V,0.8423476817827751,True,
V155,float32,numeric,V,0.8423476817827751,True,
V156,float32,numeric,V,0.8423476817827751,True,
V157,float32,numeric,V,0.8423476817827751,True,
V158,float32,numeric,V,0.8423476817827751,True,
V159,float32,numeric,V,0.8423476817827751,True,
V160,float32,numeric,V,0.8423476817827751,True,
V161,float32,numeric,V,0.8423476817827751,True,
V162,float32,numeric,V,0.8423476817827751,True,
V163,float32,numeric,V,0.8423476817827751,True,
V164,float32,numeric,V,0.8423476817827751,True,
V165,float32,numeric,V,0.8423476817827751,True,
V166,float32,numeric,V,0.8423476817827751,True,
V167,float32,numeric,V,0.7421996332654375,True,
V168,float32,numeric,V,0.7421996332654375,True,
V169,float32,numeric,V,0.7421730232378114,True,
V170,float32,numeric,V,0.7421730232378114,True,
V171,float32,numeric,V,0.7421730232378114,True,
V172,float32,numeric,V,0.7421996332654375,True,
V173,float32,numeric,V,0.7421996332654375,True,
V174,float32,numeric,V,0.7421730232378114,True,
V175,float32,numeric,V,0.7421730232378114,True,
V176,float32,numeric,V,0.7421996332654375,True,
V177,float32,numeric,V,0.7421996332654375,True,
V178,float32,numeric,V,0.7421996332654375,True,
V179,float32,numeric,V,0.7421996332654375,True,
V180,float32,numeric,V,0.7421730232378114,True,
V181,float32,numeric,V,0.7421996332654375,True,
V182,float32,numeric,V,0.7421996332654375,True,
V183,float32,numeric,V,0.7421996332654375,True,
V184,float32,numeric,V,0.7421730232378114,True,
V185,float32,numeric,V,0.7421730232378114,True,
V186,float32,numeric,V,0.7421996332654375,True,
V187,float32,numeric,V,0.7421996332654375,True,
V188,float32,numeric,V,0.7421730232378114,True,
V189,float32,numeric,V,0.7421730232378114,True,
V190,float32,numeric,V,0.7421996332654375,True,
V191,float32,numeric,V,0.7421996332654375,True,
V192,float32,numeric,V,0.7421996332654375,True,
V193,float32,numeric,V,0.7421996332654375,True,
V194,float32,numeric,V,0.7421730232378114,True,
V195,float32,numeric,V,0.7421730232378114,True,
V196,float32,numeric,V,0.7421996332654375,True,
V197,float32,numeric,V,0.7421730232378114,True,
V198,float32,numeric,V,0.7421730232378114,True,
V199,float32,numeric,V,0.7421996332654375,True,
V200,float32,numeric,V,0.7421730232378114,True,
V201,float32,numeric,V,0.7421730232378114,True,
V202,float32,numeric,V,0.7421996332654375,True,
V203,float32,numeric,V,0.7421996332654375,True,
V204,float32,numeric,V,0.7421996332654375,True,
V205,float32,numeric,V,0.7421996332654375,True,
V206,float32,numeric,V,0.7421996332654375,True,
V207,float32,numeric,V,0.7421996332654375,True,
V208,float32,numeric,V,0.7421730232378114,True,
V209,float32,numeric,V,0.7421730232378114,True,
V210,float32,numeric,V,0.7421730232378114,True,
V211,float32,numeric,V,0.7421996332654375,True,
V212,float32,numeric,V,0.7421996332654375,True,
V213,float32,numeric,V,0.7421996332654375,True,
V214,float32,numeric,V,0.7421996332654375,True,
V215,float32,numeric,V,0.7421996332654375,True,
V216,float32,numeric,V,0.7421996332654375,True,
V217,float32,numeric,V,0.7560392667244024,True,
V218,float32,numeric,V,0.7560392667244024,True,
V219,float32,numeric,V,0.7560392667244024,True,
V220,float32,numeric,V,0.7384113329688566,True,
V221,float32,numeric,V,0.7384113329688566,True,
V222,float32,numeric,V,0.7384113329688566,True,
V223,float32,numeric,V,0.7560392667244024,True,
V224,float32,numeric,V,0.7560392667244024,True,
V225,float32,numeric,V,0.7560392667244024,True,
V226,float32,numeric,V,0.7560392667244024,True,
V227,float32,numeric,V,0.7384113329688566,True,
V228,float32,numeric,V,0.7560392667244024,True,
V229,float32,numeric,V,0.7560392667244024,True,
V230,float32,numeric,V,0.7560392667244024,True,
V231,float32,numeric,V,0.7560392667244024,True,
V232,float32,numeric,V,0.7560392667244024,True,
V233,float32,numeric,V,0.7560392667244024,True,
V234,float32,numeric,V,0.7384113329688566,True,
V235,float32,numeric,V,0.7560392667244024,True,
V236,float32,numeric,V,0.7560392667244024,True,
V237,float32,numeric,V,0.7560392667244024,True,
V238,float32,numeric,V,0.7384113329688566,True,
V239,float32,numeric,V,0.7384113329688566,True,
V240,float32,numeric,V,0.7560392667244024,True,
V241,float32,numeric,V,0.7560392667244024,True,
V242,float32,numeric,V,0.7560392667244024,True,
V243,float32,numeric,V,0.7560392667244024,True,
V244,float32,numeric,V,0.7560392667244024,True,
V245,float32,numeric,V,0.7384113329688566,True,
V246,float32,numeric,V,0.7560392667244024,True,
V247,float32,numeric,V,0.7560392667244024,True,
V248,float32,numeric,V,0.7560392667244024,True,
V249,float32,numeric,V,0.7560392667244024,True,
V250,float32,numeric,V,0.7384113329688566,True,
V251,float32,numeric,V,0.7384113329688566,True,
V252,float32,numeric,V,0.7560392667244024,True,
V253,float32,numeric,V,0.7560392667244024,True,
V254,float32,numeric,V,0.7560392667244024,True,
V255,float32,numeric,V,0.7384113329688566,True,
V256,float32,numeric,V,0.7384113329688566,True,
V257,float32,numeric,V,0.7560392667244024,True,
V258,float32,numeric,V,0.7560392667244024,True,
V259,float32,numeric,V,0.7384113329688566,True,
V260,float32,numeric,V,0.7560392667244024,True,
V261,float32,numeric,V,0.7560392667244024,True,
V262,float32,numeric,V,0.7560392667244024,True,
V263,float32,numeric,V,0.7560392667244024,True,
V264,float32,numeric,V,0.7560392667244024,True,
V265,float32,numeric,V,0.7560392667244024,True,
V266,float32,numeric,V,0.7560392667244024,True,
V267,float32,numeric,V,0.7560392667244024,True,
V268,float32,numeric,V,0.7560392667244024,True,
V269,float32,numeric,V,0.7560392667244024,True,
V270,float32,numeric,V,0.7384113329688566,True,
V271,float32,numeric,V,0.7384113329688566,True,
V272,float32,numeric,V,0.7384113329688566,True,
V273,float32,numeric,V,0.7560392667244024,True,
V274,float32,numeric,V,0.7560392667244024,True,
V275,float32,numeric,V,0.7560392667244024,True,
V276,float32,numeric,V,0.7560392667244024,True,
V277,float32,numeric,V,0.7560392667244024,True,
V278,float32,numeric,V,0.7560392667244024,True,
V279,float32,numeric,V,2.9029121046596577e-05,True,
V280,float32,numeric,V,2.9029121046596577e-05,True,
V281,float32,numeric,V,0.0006604125038100721,True,
V282,float32,numeric,V,0.0006604125038100721,True,
V283,float32,numeric,V,0.0006604125038100721,True,
V284,float32,numeric,V,2.9029121046596577e-05,True,
V285,float32,numeric,V,2.9029121046596577e-05,True,
V286,float32,numeric,V,2.9029121046596577e-05,True,
V287,float32,numeric,V,2.9029121046596577e-05,True,
V288,float32,numeric,V,0.0006604125038100721,True,
V289,float32,numeric,V,0.0006604125038100721,True,
V290,float32,numeric,V,2.9029121046596577e-05,True,
V291,float32,numeric,V,2.9029121046596577e-05,True,
V292,float32,numeric,V,2.9029121046596577e-05,True,
V293,float32,numeric,V,2.9029121046596577e-05,True,
V294,float32,numeric,V,2.9029121046596577e-05,True,
V295,float32,numeric,V,2.9029121046596577e-05,True,
V296,float32,numeric,V,0.0006604125038100721,True,
V297,float32,numeric,V,2.9029121046596577e-05,True,
V298,float32,numeric,V,2.9029121046596577e-05,True,
V299,float32,numeric,V,2.9029121046596577e-05,True,
V300,float32,numeric,V,0.0006604125038100721,True,
V301,float32,numeric,V,0.0006604125038100721,True,
V302,float32,numeric,V,2.9029121046596577e-05,True,
V303,float32,numeric,V,2.9029121046596577e-05,True,
V304,float32,numeric,V,2.9029121046596577e-05,True,
V305,float32,numeric,V,2.9029121046596577e-05,True,
V306,float32,numeric,V,2.9029121046596577e-05,True,
V307,float32,numeric,V,2.9029121046596577e-05,True,
V308,float32,numeric,V,2.9029121046596577e-05,True,
V309,float32,numeric,V,2.9029121046596577e-05,True,
V310,float32,numeric,V,2.9029121046596577e-05,True,
V311,float32,numeric,V,2.9029121046596577e-05,True,
V312,float32,numeric,V,2.9029121046596577e-05,True,
V313,float32,numeric,V,0.0006604125038100721,True,
V314,float32,numeric,V,0.0006604125038100721,True,
V315,float32,numeric,V,0.0006604125038100721,True,
V316,float32,numeric,V,2.9029121046596577e-05,True,
V317,float32,numeric,V,2.9029121046596577e-05,True,
V318,float32,numeric,V,2.9029121046596577e-05,True,
V319,float32,numeric,V,2.9029121046596577e-05,True,
V320,float32,numeric,V,2.9029121046596577e-05,True,
V321,float32,numeric,V,2.9029121046596577e-05,True,
V322,float32,numeric,V,0.8416437255973951,True,
V323,float32,numeric,V,0.8416437255973951,True,
V324,float32,numeric,V,0.8416437255973951,True,
V325,float32,numeric,V,0.8416437255973951,True,
V326,float32,numeric,V,0.8416437255973951,True,
V327,float32,numeric,V,0.8416437255973951,True,
V328,float32,numeric,V,0.8416437255973951,True,
V329,float32,numeric,V,0.8416437255973951,True,
V330,float32,numeric,V,0.8416437255973951,True,
V331,float32,numeric,V,0.8416437255973951,True,
V332,float32,numeric,V,0.8416437255973951,True,
V333,float32,numeric,V,0.8416437255973951,True,
V334,float32,numeric,V,0.8416437255973951,True,
V335,float32,numeric,V,0.8416437255973951,True,
V336,float32,numeric,V,0.8416437255973951,True,
V337,float32,numeric,V,0.8416437255973951,True,
V338,float32,numeric,V,0.8416437255973951,True,
V339,float32,numeric,V,0.8416437255973951,True,
